Sample	Chromosome	Start_position	End_position	Num_markers	Seg.CN
X103	12	107544200	126864968	3920	0.123738900305621
X103	12	127317700	133234532	785	-0.561780787231992
X103	13	19026000	19450200	67	0.469232231149789
X103	13	19465400	48097000	2586	-0.50246250235365
X103	13	48233300	48412500	34	-1.98835818918646
X103	13	48453000	49928100	205	-0.465852997422403
X103	13	49931000	50172700	21	-2.19175980102013
X103	13	50275000	73075900	595	-0.533329259653203
X103	13	73695500	91884700	484	0.494762677297787
X103	13	91907800	114325100	1859	1.15184536531601
X103	14	19096500	23529700	1476	0.57500304452398
X103	14	23530000	24608500	642	0.0157009345035416
X103	14	24609400	39431900	884	0.222959311112327
X103	14	39432200	90399200	4805	-0.534835189724412
X103	14	90400100	106875046	3161	0.150368854689191
X103	15	20003700	20597400	90	0.320369088265588
X103	15	20627400	27530600	620	0.588302732645294
X103	15	27530900	35926800	1149	0.147565801239672
X103	15	35927000	43022700	1599	-0.593448137556911
X103	15	43024800	51464700	1484	0.187013466370783
X103	15	51465000	79560100	4459	-0.551201857094482
X103	15	79743300	101976055	2607	0.144721552329455
X103	16	60500	5097700	2750	0.118438498067596
X103	16	5467400	28211369	3021	-0.591585637465464
X103	16	28317168	90222600	8739	0.11611399940737
X103	17	137500	14024460	4158	-0.598606140333657
X103	17	14024757	14025400	3	-1.46776840954815
X103	17	14069638	21244091	1671	-0.605798310972456
X103	17	21244400	22049797	66	-0.642652297609601
X103	17	22049824	46297344	6030	-0.606696560949046
X103	17	46305454	46550400	24	-1.7086922891173
X103	17	46553500	81194165	7048	-0.569062044659832
X103	18	47500	11609660	967	-0.506471120852805
X103	18	11610006	14221483	393	0.229520880502208
X103	18	14221932	14221980	2	-0.811866610342331
X103	18	14225700	37657300	1525	0.224679344789395
X103	18	39622046	66551338	1771	-0.516491926547994
X103	18	66554451	77437061	479	0.196574349837859
X103	19	107600	4861500	2254	-0.564930163354227
X103	19	4891100	18465339	6161	0.108623078098442
X103	19	18465674	18637200	71	0.538010164070654
X103	19	18664267	35228354	2111	0.138900091347376
X103	19	35228600	36146000	662	0.509900218447953
X103	19	36146300	37898222	418	0.682735573122865
X103	19	37898300	41837999	1928	0.451842250605232
X103	19	41838245	43848601	901	-0.063827856603919
X103	19	43872529	44479350	240	0.118301910482459
X103	19	44484388	51719100	3696	-0.0981429920702333
X103	19	51719495	53768622	792	0.145554487599896
X103	19	53775563	54415075	364	-0.127800700937986
X103	19	54415508	54696059	173	-0.105370469508863
X103	19	54696327	58599200	1898	-0.0402129074771327
X103	20	87600	4248700	995	-0.607330180103113
X103	20	4629800	10043300	361	1.20719645721155
X103	20	10044302	62964416	6705	0.129534180867374
X103	21	9549000	46681100	3497	-0.575728641451906
X103	22	16136900	35317600	4191	-0.612602419018237
X103	22	35318052	35898200	119	0.0933124013037238
X103	22	35938700	50799100	3898	-0.619250880543087
X103	23	284100	15852500	1121	0.145975852680726
X103	23	16124000	17802200	174	0.675840630612144
X103	23	18165200	108384000	6928	0.137543994132428
X103	23	108437700	131058600	1661	0.600332217783604
X103	23	131078900	147284500	953	0.983466098273829
X103	23	147284800	155238700	1506	0.525595209103613
X1032	1	17000	2504200	910	0.40085692179833
X1032	1	2504300	12304400	1902	0.212481184680333
X1032	1	12304800	68483300	9866	0.0156852667887098
X1032	1	68484300	77417500	447	-0.422370131836517
X1032	1	77483300	103433000	1927	-0.19672989236219
X1032	1	103526200	103537547	10	0.322930810762357
X1032	1	103541604	120524000	2260	0.319400054840436
X1032	1	120530000	153607600	1927	0.143200561633234
X1032	1	153607881	174877600	4593	0.239044416723203
X1032	1	174957500	205121700	3628	0.077094563216766
X1032	1	205122000	205202500	24	0.163931880920852
X1032	1	205211300	205269900	11	-0.035360982848695
X1032	1	205271017	210329000	798	-0.140353527918747
X1032	1	210329265	221738992	910	0.0599109386356331
X1032	1	221739466	233054500	1684	0.244887676329186
X1032	1	233057356	233328900	43	-0.762492511476298
X1032	1	233346700	248574231	1578	0.252277185643853
X1032	1	248574600	248681658	19	-0.484219596174615
X1032	1	248682055	248858600	41	0.317854034939793
X1032	2	14400	17772800	1092	0.4833938957854
X1032	2	17773000	23867900	338	0.288453312496053
X1032	2	23869800	28643000	1383	0.508980216731532
X1032	2	28752000	32024300	382	0.047982377432918
X1032	2	32029900	132417951	9006	0.160413411194728
X1032	2	132645034	239799904	11248	0.00844121367281947
X1032	2	239800034	241253466	535	-0.345483812427431
X1032	3	197800	8625800	365	0.00890170418963769
X1032	3	8626300	15228900	1359	0.201947265972569
X1032	3	15230500	37109600	1252	0.0396894006525174
X1032	3	37111000	37741900	93	-0.0249660567535884
X1032	3	37743900	54123700	4598	-0.193776908340652
X1032	3	54320400	77635200	1427	0.00285854718040482
X1032	3	77642800	97871900	310	0.101479084056517
X1032	3	97872300	98533000	135	0.498026474342906
X1032	3	98562400	197960603	9696	0.184876689009611
X1032	4	53400	16075900	2192	0.0332198480140444
X1032	4	16163000	39189600	893	-0.242059276210506
X1032	4	39194500	47894300	639	0.0111226350442845
X1032	4	47898000	68338500	965	-0.23420733664402
X1032	4	68349500	95152800	2376	0.0350850703285982
X1032	4	95154700	169731700	4508	-0.196745527608477
X1032	4	169737580	190060400	974	0.0212948299263891
X1032	5	140400	14336500	1088	0.646942986122749
X1032	5	14336800	35084700	825	0.495717306696063
X1032	5	35086100	50759700	1002	0.176215670082069
X1032	5	50760400	139422600	6113	-0.15471419689258
X1032	5	139425100	157165600	2835	0.367860005817097
X1032	5	157166110	180902359	2601	0.200687642736494
X1032	6	152800	26598200	1986	-0.221701229252513
X1032	6	26598600	44249200	4989	0.027742370069854
X1032	6	44249700	109431277	4007	-0.0586904816310792
X1032	6	109436208	110476409	211	-0.052462382198813
X1032	6	110476702	135103200	1833	-0.214220359044595
X1032	6	135185800	170564617	3247	-0.42972503189683
X1032	6	170566847	170640200	15	-0.205531553157078
X1032	7	19700	20755600	1956	-0.447117088161357
X1032	7	20784400	55590000	3040	-0.00896303327278765
X1032	7	55590300	75599200	1422	0.0980778635087869
X1032	7	75611700	126702000	5149	0.0158341171570534
X1032	7	126769789	142671264	2200	0.197985341440567
X1032	7	142715500	143398932	250	-0.177312255823458
X1032	7	143399020	159117500	1843	0.175534807665277
X1032	8	166700	40825800	3564	-0.0200950287742695
X1032	8	41224800	43197800	386	0.452311701775018
X1032	8	43198000	78602000	1804	0.169238577460842
X1032	8	78675700	132752017	3232	0.343507537659121
X1032	8	132758900	145054010	1982	0.0956220480591563
X1032	9	12200	32334300	1633	0.380218988186353
X1032	9	32384600	33750900	309	0.18716381557239
X1032	9	33786300	39447000	1199	0.389287206627973
X1032	9	39447300	92522600	1908	0.133243891896954
X1032	9	92527900	138217100	8198	-0.182495362962094
X1032	10	84700	237700	10	0.00810648040906545
X1032	10	239400	70301600	5276	-0.194436068739306
X1032	10	70323700	72213200	395	0.00313097054272763
X1032	10	72224000	72336100	12	-0.724394836385272
X1032	10	72336600	133659662	7492	0.010034523918261
X1032	11	134700	28197600	4549	-0.147234322013574
X1032	11	28211100	33591600	341	0.301321447426429
X1032	11	33598700	62626600	3463	0.180050611605068
X1032	11	62626900	74492100	4003	0.351330535296027
X1032	11	74492400	134487876	6501	-0.0449034393714546
X1032	12	66900	19283700	3122	-0.414357235655919
X1032	12	19287500	19320700	10	-0.0874400844703483
X1032	12	19320800	25119300	431	-0.22338877453309
X1032	12	25121900	40028500	924	-0.00407883347850345
X1032	12	40048200	126465800	12324	-0.185847452128619
X1032	12	126510367	133234400	771	0.0216633292683564
X1032	13	19026000	37579000	1769	-0.0461104705046852
X1032	13	37579300	63746700	1493	-0.333573786321169
X1032	13	63747000	114325100	2447	-0.0915140861898645
X1032	14	19096600	55680800	3987	0.0103636839029384
X1032	14	55684000	105986821	6421	-0.198982214710772
X1032	14	105987100	106875046	236	-0.000779710876487593
X1032	15	20003800	101966200	11632	-0.167962194409976
X1032	16	60500	90222400	13920	-0.199352921380551
X1032	17	137700	15908494	4166	-0.0237030001091264
X1032	17	15945232	38228777	3974	-0.196901842041286
X1032	17	38256800	81194200	10132	0.0228439536748396
X1032	18	47600	6870600	482	-0.216930200243682
X1032	18	6873600	7231300	119	0.152256072039776
X1032	18	7231400	46040100	2432	-0.220991265262864
X1032	18	46040997	58744500	1004	-0.0391510120753273
X1032	18	58745700	73774800	681	-0.279266785444811
X1032	18	74073539	76991108	260	-0.0928912984779584
X1032	18	77009636	77437100	23	-0.149507191110692
X1032	19	107400	8605800	3608	-0.173810620772982
X1032	19	8811500	19768734	5044	0.251008757890678
X1032	19	19786615	28523528	720	0.398799863227349
X1032	19	28790700	39836672	2741	0.225959648849358
X1032	19	39837700	49033285	4005	0.0126390639213869
X1032	19	49033700	52431658	1781	-0.171391155539531
X1032	19	52433900	53807453	544	0.0234758684705152
X1032	19	53807836	58417827	2218	-0.136210122121103
X1032	19	58432300	58599311	117	-0.0287539445844552
X1032	20	87700	6115900	1150	0.234038812983142
X1032	20	6116100	9408900	102	0.0814652713658404
X1032	20	9409200	35473628	2480	0.158900133279625
X1032	20	35473900	52158300	2844	-0.000692027489026031
X1032	20	52159066	62964416	1172	0.1362211517363
X1032	21	9549000	46681000	3369	-0.0614345772135525
X1032	22	16136800	23271600	1753	-0.100013958471627
X1032	22	23273100	37143600	2736	-0.189221301878543
X1032	22	37143673	41236500	1259	-0.0794457061699413
X1032	22	41237200	50522530	1974	-0.19634501726055
X1032	22	50522740	50799100	172	-0.116892060376044
X1032	23	284100	631800	45	0.175281964947813
X1032	23	632100	66188600	5073	0.016760733244738
X1032	23	66189900	72351700	830	0.178980975067965
X1032	23	72352000	135347500	3954	-0.196789394086973
X1032	23	135348600	155238800	2108	0.000147578687994427
X1040	1	13300	946700	44	0.264466712637268
X1040	1	948200	15482500	2974	0.156876325283608
X1040	1	15483500	18910300	926	0.0413615602388576
X1040	1	18910600	83883200	8869	0.160350969957736
X1040	1	83887200	92380900	852	-0.0269160074001924
X1040	1	92387100	117173300	2504	-0.114255666958842
X1040	1	117210800	143449700	463	0.0463119139104701
X1040	1	143450300	151424200	1263	0.165491390260737
X1040	1	151425036	157588167	2411	0.0870803316651476
X1040	1	157589332	174958251	2543	0.15808225549149
X1040	1	174965100	227646600	5834	0.322779384537335
X1040	1	227651246	232399400	764	0.241698606676723
X1040	1	232402488	248858642	1655	0.373152068618128
X1040	2	14400	216194900	18932	0.0555120784443575
X1040	2	216204428	241236800	3881	-0.0297415366778577
X1040	2	241238800	241253600	16	0.194954993689968
X1040	3	197800	1385700	50	0.0545291935863293
X1040	3	1401500	45001600	4039	-0.147386282073092
X1040	3	45005200	52897500	3029	-0.224033821013137
X1040	3	52905200	90234500	1761	-0.117697422361147
X1040	3	93874400	98498600	204	0.155381370263961
X1040	3	98501300	130093163	3438	0.0506403026709113
X1040	3	130099294	197960581	5686	0.231792928144114
X1040	4	53400	190060400	11644	0.0839160176254365
X1040	5	140400	132752256	7611	0.083576732930446
X1040	5	132752900	180793000	6150	0.0110226242708135
X1040	5	180848652	180902460	13	0.11459243379296
X1040	6	106000	29750600	2384	0.185412635581444
X1040	6	29751100	44313300	4441	0.117212000951302
X1040	6	44342600	106451900	3295	0.225377020351773
X1040	6	106511549	109009400	259	-0.0399810208403376
X1040	6	109094000	109792563	197	0.220666832448079
X1040	6	109796700	170553212	4861	-0.00296167488687063
X1040	6	170557000	170640300	19	0.240868035834213
X1040	7	19700	6675700	1223	-0.0597566463498753
X1040	7	6676100	148941588	12362	0.0486249188215371
X1040	7	149002900	159117420	1473	-0.0356105536384897
X1040	8	166700	458600	29	0.072232768388375
X1040	8	463200	43318500	3741	-0.205461900439536
X1040	8	43342000	132867967	4738	0.153916601436447
X1040	8	132868252	144547500	1750	0.00444693481978865
X1040	8	144547700	145053900	121	0.283402020166288
X1040	9	12100	112582000	6866	-0.128841184505886
X1040	9	112618000	137716744	5591	-0.242868725052143
X1040	9	137716984	138177400	146	-0.0678460503215201
X1040	10	85500	27412000	2182	-0.00205549798681365
X1040	10	27413200	42470200	706	-0.173061981157944
X1040	10	42520000	133659662	9572	0.0117102500594164
X1040	11	134500	45847400	5286	-0.103981478897899
X1040	11	45847800	60737100	1911	-0.023104530019458
X1040	11	60738900	69703500	3666	-0.132467518638076
X1040	11	69810300	70936500	180	0.213017181474448
X1040	11	70942600	75477700	979	-0.0692106846245722
X1040	11	75566200	79402200	565	1.42419717701782
X1040	11	79988800	134487876	5421	-0.0318286787073483
X1040	12	67000	47711700	4923	0.0563683182108317
X1040	12	47711900	49131200	624	-0.141133896138127
X1040	12	49185100	54463400	1774	0.00262113401844481
X1040	12	54465100	68252500	2144	0.138342370987254
X1040	12	68252700	98699500	1953	0.00950346050572265
X1040	12	98703500	132659414	5229	-0.0783619592943871
X1040	12	132659600	133234532	165	0.14506159132838
X1040	13	19026300	21292700	274	-0.0832221120862762
X1040	13	21293600	26019900	471	0.189802919389656
X1040	13	26046700	97464400	3153	-0.104294996256427
X1040	13	97953900	109179800	707	0.391524731547191
X1040	13	109206700	112968700	393	0.71380414757991
X1040	13	112969300	113462700	186	0.354921368429126
X1040	13	113474067	114325200	194	0.0526447019400932
X1040	14	19096600	105922523	9945	-0.119179105929487
X1040	14	105939900	106875100	231	0.143694922630253
X1040	15	20003800	101977500	11216	-0.0949141330286438
X1040	16	60600	90171341	13446	-0.111447630717251
X1040	17	137700	6428600	1767	-0.132695457576992
X1040	17	6434100	7388500	454	0.0467648771248912
X1040	17	7388800	19379200	2829	-0.209668828587356
X1040	17	19380000	30568000	1507	0.0982919418060879
X1040	17	30568313	41945100	2849	-0.0287525288839807
X1040	17	41953386	49317800	2374	0.128592329508623
X1040	17	49370810	65961640	2674	0.0149039169323132
X1040	17	66000800	70131000	588	0.167444183674356
X1040	17	70132300	76011700	1224	0.022011517271094
X1040	17	76011765	80995200	1342	0.139766471278524
X1040	17	80995790	81194195	98	-0.0648881135828591
X1040	18	47500	77437100	4679	0.124901135945628
X1040	19	107500	7973800	3165	-0.217094136996769
X1040	19	7981000	9762200	711	0.266327849508508
X1040	19	9763400	13212447	1734	0.169959284881552
X1040	19	13212608	15611590	877	0.225266974778804
X1040	19	15611928	16210543	223	0.40361986827321
X1040	19	16226600	18258200	983	0.606255350687641
X1040	19	18258310	18386700	38	0.538340644714539
X1040	19	18388300	19335610	459	0.00150513615215264
X1040	19	19335900	19803300	202	0.664125323009732
X1040	19	19805927	21020682	207	0.0270227148247117
X1040	19	21020900	23145630	349	0.212320684441468
X1040	19	23146100	29527462	152	-0.195672495229246
X1040	19	29528442	32810345	220	0.651128795199532
X1040	19	32811300	33512900	196	0.982237344774195
X1040	19	33689200	35551400	491	0.428460528035956
X1040	19	35553049	35563720	23	0.404317421904731
X1040	19	35612782	44635531	3793	-0.161538634474368
X1040	19	44644040	49908700	2569	-0.242722094745593
X1040	19	49908960	52504800	1092	-0.153919296343702
X1040	19	52505000	53204281	268	0.342243246268984
X1040	19	53211600	55048188	997	-0.101042535313807
X1040	19	55048700	55693164	434	-0.254232927336614
X1040	19	55694700	58599315	1081	-0.0502899042088491
X1040	20	87700	62964416	7439	-0.0070274784587402
X1040	21	9548900	46681100	3217	-0.073889302082867
X1040	22	16136900	50799058	7665	-0.188709317154285
X1040	23	284000	74740000	5907	-0.160760384130708
X1040	23	74740500	153420369	4627	-0.104959772294232
X1040	23	153420900	155238800	888	-0.23922175083435
X106	1	13300	786500	17	0.0701618312708409
X106	1	817400	17011700	3785	-0.200389369671134
X106	1	17018900	33098000	3593	-0.0733727593748405
X106	1	33098300	42696300	1808	0.332730253742418
X106	1	42696400	51344800	1616	0.137505752011966
X106	1	51345100	51937400	103	0.354164360563665
X106	1	51976800	108793485	4369	0.0218970214607993
X106	1	108794900	145311000	2132	-0.0516434735670793
X106	1	145393200	165408400	5240	0.0607007619112909
X106	1	165409700	200873100	3434	0.0139055424000126
X106	1	200873513	210362734	2171	-0.0759933596556348
X106	1	210362934	228102400	1760	0.00949841853100124
X106	1	228102800	233208600	826	-0.163685946403194
X106	1	233208700	234460200	99	-0.0960908470172563
X106	1	234460456	248858600	1552	0.0217357218309117
X106	2	14300	24017000	1455	0.143720596959639
X106	2	24017300	42261300	2589	0.0377113541311392
X106	2	42263300	70297400	2126	0.139292926074412
X106	2	70300600	91941200	2108	-0.00822505260690569
X106	2	91941400	100821300	1167	0.10310800849681
X106	2	100904693	137663600	3173	-0.0260703387560224
X106	2	137667800	164779900	1618	0.136959224073909
X106	2	164800586	196872577	3531	0.0837961999692586
X106	2	196873000	205301800	1040	0.175335802547504
X106	2	205401100	205745700	31	-0.188216764999272
X106	2	205745953	231077016	3125	0.0154154797680897
X106	2	231079600	241223800	1946	-0.0972933750276134
X106	2	241223900	241253500	30	0.0722145975461458
X106	3	197900	78693300	9143	-0.0462998057785139
X106	3	78714600	121727034	2361	0.13982185885907
X106	3	121727100	130405891	1714	0.0405992552379304
X106	3	130406145	160226062	2652	0.140297188784763
X106	3	160226355	180659683	1121	0.282126899598982
X106	3	180660700	191952600	1355	0.137366806577397
X106	3	192144126	197960581	915	-0.0593807314506684
X106	4	53200	10667900	1913	0.172394450777161
X106	4	11372200	42423000	1556	0.0369180003379531
X106	4	42423700	73847800	1864	0.153298524551188
X106	4	73848100	145680528	4663	0.0313117884597514
X106	4	145696700	145870493	28	0.241198066689838
X106	4	145885900	190060300	2423	-0.102381437630082
X106	5	140500	5393800	603	-0.0614159215400495
X106	5	5394100	109855242	5877	0.049906620568306
X106	5	109864951	138152822	2174	-0.0845841820256742
X106	5	138157100	161897200	3602	-0.186601709096612
X106	5	161897400	180902600	2171	-0.0776176447349505
X106	6	105900	55327400	7987	0.0930864694398616
X106	6	55327700	86897200	1669	0.213932130687342
X106	6	87015500	138092400	3606	0.107102345109481
X106	6	138096278	169239806	2886	0.00132073298439019
X106	6	169239904	170640300	144	0.10682708027063
X106	7	19700	8221400	1422	-0.189635262151196
X106	7	8223500	66453600	4098	0.0990714949029645
X106	7	66505100	102274484	4117	-0.133090078831016
X106	7	102275300	137164200	3154	0.00937947862807988
X106	7	137228100	142255409	811	0.154802448073067
X106	7	142255546	151242900	1432	0.00331632684535911
X106	7	151243752	158923700	713	0.128426511149937
X106	7	158926100	159117420	32	0.0791026597937191
X106	8	166700	330900	23	0.031648525060934
X106	8	378200	39584800	3450	-0.153756107928758
X106	8	39585300	99868500	3516	0.108509089358451
X106	8	99870900	138177463	2313	0.17469566972637
X106	8	138178450	145053963	1663	0.104875366250672
X106	9	12100	33221200	1803	0.0748442180678358
X106	9	33240300	110138505	5063	-0.0247944987057057
X106	9	110156475	112838547	390	0.0412846183949244
X106	9	112851000	138047100	5885	-0.10209691103485
X106	9	138047400	138177400	56	0.0426271483783793
X106	10	84800	69208600	4983	0.0385711760132373
X106	10	69208800	133556839	8127	-0.0333955884782038
X106	10	133556966	133659662	21	-0.0785178225657986
X106	11	131100	209300	22	-0.042019214167082
X106	11	209500	5545500	1701	-0.20464758092062
X106	11	5551800	64935600	7638	-0.0312657162615841
X106	11	64938500	65281900	218	0.258565717604104
X106	11	65282400	70272300	1763	-0.0809072850412516
X106	11	70272600	72841000	636	0.171805091591485
X106	11	72841400	75405700	513	0.350190241515159
X106	11	75422400	93687700	1369	0.21355868673851
X106	11	93691700	110237900	1305	0.355162017794223
X106	11	110247639	128904406	3112	0.177841479998805
X106	11	128904600	134487876	583	0.0519200295609104
X106	12	67100	18081500	3093	-0.0311011757424134
X106	12	18084500	47711700	2161	0.0907821195237146
X106	12	47712400	75495600	5272	-0.000911002734868853
X106	12	75498900	123879300	6081	0.0785501976966837
X106	12	123879600	133234400	1056	-0.0619704572602681
X106	13	19026100	70924200	3334	0.0122564965303189
X106	13	70924500	109055661	1543	0.148975873105411
X106	13	109065598	114325100	836	0.0478478803963519
X106	14	19096600	19657500	27	0.0473499834641602
X106	14	19666400	21736400	656	0.353945092930604
X106	14	21736700	29599900	1429	-0.11206361003531
X106	14	29624200	64173800	2679	0.157026569737174
X106	14	64174900	81477300	2455	0.0476020213048796
X106	14	81479700	81499400	15	0.111238365799026
X106	14	81502800	106875000	3412	-0.073507494636602
X106	15	20003800	64970200	6425	-0.0580569415319508
X106	15	64974800	68290600	643	0.18853029493443
X106	15	68290900	81003300	2234	0.00383993055744039
X106	15	81003400	101922500	2340	0.206373958392709
X106	16	60500	5090500	2627	-0.221540431678369
X106	16	5091900	21547770	1881	-0.0381349660045809
X106	16	21548120	31423600	2416	0.106337374483126
X106	16	31423753	46564300	327	-0.0146283413299952
X106	16	46568907	90171464	6637	-0.196881277921529
X106	17	137600	9180000	3282	-0.0725191924547871
X106	17	9182800	10528800	352	0.0809713686586889
X106	17	10529000	12746200	279	0.00691086374342305
X106	17	12752360	29122000	2560	-0.198984940897559
X106	17	29122314	32022300	627	-0.0169287431112738
X106	17	32022622	58358769	6334	-0.086167551476649
X106	17	58360408	73252581	2278	0.0300328399545467
X106	17	73252815	76082589	1224	-0.0950814160854846
X106	17	76083600	81194195	1422	0.0216505086669444
X106	18	47500	2796500	223	0.156924334483901
X106	18	2802400	20951400	1198	-0.0293923555858447
X106	18	20953676	28211800	667	0.219309040355883
X106	18	28652224	77437100	2881	-0.155823967201525
X106	19	107400	5e+05	79	-0.0781141830519179
X106	19	500300	6702500	2624	-0.182416190587971
X106	19	6707200	20498637	6049	-0.0531665721190949
X106	19	20623900	24163415	571	0.274597185020935
X106	19	27750134	58599311	11437	-0.0417439896545737
X106	20	87800	297700	33	0.227876816603764
X106	20	298000	25501100	2453	-0.0277859776202569
X106	20	25504000	62964443	5302	0.133720646492478
X106	21	9548900	41245900	1868	-0.0240832484064423
X106	21	41246125	45900976	1104	-0.142825544987481
X106	21	45909279	45990712	34	0.0145892176041351
X106	21	45991000	46680900	378	0.0997686484835293
X106	22	16136900	50799058	7961	-0.115556348714134
X106	23	284100	12799300	719	-0.105013317808423
X106	23	12809400	20209300	882	0.0243980262426807
X106	23	20234800	54468000	3006	-0.12848420317622
X106	23	54469000	101354100	2541	-0.0287912744502338
X106	23	101354559	153032900	3837	-0.12697555861757
X106	23	153057100	154652203	776	-0.275599894014673
X106	23	154652556	155238700	170	-0.128285584823793
X1097	1	13200	2304500	866	-0.546460439546147
X1097	1	2306100	18636500	3448	-0.748390737118927
X1097	1	18691800	19268900	286	-1.0380071205227
X1097	1	19269300	28474200	2300	-0.798285798691443
X1097	1	28476100	29039500	112	-0.621004665088277
X1097	1	29053100	31645100	309	-0.110183661867173
X1097	1	31652800	32201900	243	-0.766320358629655
X1097	1	32202300	33334300	328	-0.0291476854632327
X1097	1	33354500	34904600	223	-0.359666372482675
X1097	1	34904800	54759300	4093	-0.106262496523634
X1097	1	54781200	56208200	187	-0.269694003465988
X1097	1	56496600	59990800	247	-1.07327051904004
X1097	1	59997600	61455400	40	-0.327481400078016
X1097	1	61654600	62238400	83	0.835679012709188
X1097	1	62247500	81994000	1422	0.257721258540959
X1097	1	83869900	117210900	3797	-0.179548687112024
X1097	1	117368200	143499000	529	0.1870519417695
X1097	1	143541847	150068813	763	0.569751744378871
X1097	1	150072109	152032700	863	0.768789211402865
X1097	1	152033006	153458000	323	0.462118240860658
X1097	1	153458733	156794700	1800	0.733014416850767
X1097	1	156797100	168043200	2194	0.557589377690143
X1097	1	168044638	179448000	1440	0.836137435674014
X1097	1	179449200	196428049	1488	0.538886050799984
X1097	1	196428300	200575781	409	-0.137214863797288
X1097	1	200580323	201228200	310	0.285173215599242
X1097	1	201228548	208142500	1869	-0.190186481897186
X1097	1	208210148	222995100	1298	-0.90512175188465
X1097	1	223002500	227129332	698	0.053479946196837
X1097	1	227139801	228917000	432	0.242958538826538
X1097	1	229249579	248858600	2359	0.0199392016135367
X1097	2	14300	8785900	415	-0.790063183029112
X1097	2	8786000	29189600	2700	-0.0953988572081561
X1097	2	29193300	30993000	143	-0.331480844601685
X1097	2	31079000	43224700	1147	-0.83771603310019
X1097	2	43225100	69329900	2044	-0.422612440733131
X1097	2	69337900	88804800	2212	-0.276850569409252
X1097	2	88805400	91883200	228	-0.347667498417294
X1097	2	91887600	108010800	1863	-0.187296878229495
X1097	2	108247194	108812690	161	0.068590548753527
X1097	2	108813000	181573989	6989	-0.209972548893593
X1097	2	181603200	181677900	7	0.492243062596151
X1097	2	181678100	185291640	204	-0.180120583262263
X1097	2	185547200	189132852	373	-0.0398660714545186
