Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	X1032	X103	X1040	X106	X1097	X1098	X1172	X1177	X1192	X1196	X119	X120	X1230	X1237	X1265	X1269	X1283	X128	X1326	X1341	X1364	X137	X1410	X1419	X1471	X1499	X1530	X1548	X1552	X1568	X1580	X1582	X1593	X1605	X1634	X1652	X1677	X1689	X1718	X1751	X1851	X1922	X1928	X1979	X2090	X2120	X2152	X2176	X2212	X2316	X2354	X2357	X2360	X2362	X2374	X23	X2401	X2412	X2415	X2429	X2438	X2443	X2503	X2529	X2554	X2556	X2577	X2587	X2593	X2638	X2648	X2665	X2700	X2704	X2716	X2763	X2773	X2797	X2816	X2825	X2890	X2902	X2949	X2991	X2998	X300	X301	X3056	X3059	X3080	X3107	X3144	X3151	X3225	X3238	X3297	X3349	X3391	X342	X356	X429	X451	X472	X544	X592	X603	X655	X736	X80	X860	X88	X935	X93	X94	X970	X987	X991	
Amplification Peak 21	13q33.1 	chr13:97454560-114364328(probes 164750:166058)  	chr13:102734894-102738354(probes 165183:165184)	chr13:97464401-114364328(probes 164751:166058)  	0.0075581	  0.0075581		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	2	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	1	0	2	0	0	0	0	2	0	1	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	
Amplification Peak 22	14q11.2 	chr14:20243301-21217899(probes 166227:166312)    	chr14:20747901-21155099(probes 166276:166309)    	chr14:18985401-22551499(probes 166103:166466)    	0.00054095	   0.002198		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	
Amplification Peak 23	14q32.33	chr14:105903478-105916989(probes 172896:172902)	chr14:105904298-105916930(probes 172898:172901)	chr14:103386601-107043718(probes 172493:173045)	0.00020978	    0.13798		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0	1	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	2	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	2	1	0	0	2	1	1	0	2	0	0	1	0	0	1	0	0	0	1	0	1	2	0	
Amplification Peak 24	14q32.33	chr14:106301948-106344492(probes 172960:172966)	chr14:106318074-106335499(probes 172961:172965)	chr14:103386601-107043718(probes 172493:173045)	5.2735e-05	    0.35021		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	1	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	2	1	1	0	2	0	0	1	0	0	1	0	0	0	1	0	1	1	0	
Amplification Peak 25	15q13.2 	chr15:30215426-30419487(probes 173880:173888)    	chr15:30224201-30410199(probes 173881:173887)    	chr15:30152301-30557699(probes 173872:173899)    	0.00021811	  0.0065776		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Amplification Peak 26	15q26.3 	chr15:96333301-101991189(probes 179477:179983)  	chr15:101752415-101753199(probes 179943:179945)	chr15:101646901-101773399(probes 179921:179964)	0.02834	   0.066909		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	0	0	1	1	0	0	1	0	2	0	0	0	0	2	1	0	2	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	2	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Amplification Peak 27	17q25.3 	chr17:80746304-83257441(probes 194261:194584)    	chr17:81700490-81808899(probes 194398:194400)    	chr17:79423815-83257441(probes 194132:194584)    	0.0081788	  0.0081788		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	0	0	1	1	0	2	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	2	1	1	0	0	0	1	0	2	2	0	1	0	0	0	1	0	2	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	2	0	0	1	0	2	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	2	1	0	1	1	0	0	0	1	0	1	0	2	0	2	0	1	
Amplification Peak 28	19p13.11	chr19:16088938-16754180(probes 201578:201650)    	chr19:16210544-16234599(probes 201597:201599)    	chr19:12775501-19732799(probes 201150:202092)    	4.0003e-07	 4.0003e-07		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	1	0	2	0	2	2	0	1	0	0	2	1	1	2	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	2	2	1	0	0	1	0	2	0	0	0	1	2	1	0	0	0	0	0	2	2	0	0	1	0	0	2	2	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	1	0	2	0	
Amplification Peak 29	19q12   	chr19:29708864-29833742(probes 202575:202592)    	chr19:29715001-29823758(probes 202576:202591)    	chr19:24127718-41054199(probes 202547:203742)    	7.8171e-41	 1.9084e-38		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	1	0	2	0	2	0	0	2	2	0	2	1	2	2	0	2	2	2	0	0	1	1	1	0	0	0	1	0	0	0	2	0	2	2	0	0	0	1	0	0	0	1	0	1	2	2	2	0	1	0	0	2	0	1	2	0	1	0	0	0	0	2	2	2	2	2	0	0	2	0	2	2	0	0	1	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	2	1	0	0	1	0	1	0	0	2	0	0	0	0	0	2	0	2	0	0	0	
Amplification Peak 30	19q13.2 	chr19:40826928-40878999(probes 203712:203718)    	chr19:40843708-40848806(probes 203713:203715)    	chr19:24127718-41054199(probes 202547:203742)    	1.5553e-10	   0.006151		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	1	0	0	0	0	0	2	0	0	0	1	2	2	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	2	0	2	0	2	0	0	2	0	1	1	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	2	1	2	0	0	0	0	0	2	0	0	0	0	0	2	1	2	2	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Amplification Peak 31	20p13   	chr20:1-508599(probes 206243:206307)                  	chr20:326401-353399(probes 206271:206274)            	chr20:1-433699(probes 206243:206288)                  	0.092078	   0.092078		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	1	0	0	1	1	2	0	1	1	0	1	0	0	2	0	1	0	0	0	0	0	2	0	0	0	1	1	0	1	1	2	0	1	2	0	0	0	0	1	0	0	2	0	1	1	1	0	1	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	2	0	0	1	2	2	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	2	1	0	1	1	0	0	1	2	0	0	2	1	
Amplification Peak 32	20q13.33	chr20:63746997-64444167(probes 211195:211276)    	chr20:63959901-63963545(probes 211223:211224)    	chr20:53254101-64444167(probes 210360:211276)    	2.9178e-10	 2.9178e-10		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	1	0	0	1	2	2	0	2	1	2	2	0	2	1	2	2	1	1	0	0	2	1	1	0	0	1	0	2	1	1	1	0	2	2	0	0	0	1	1	1	2	1	0	1	2	2	2	1	2	2	1	1	2	2	1	1	2	0	1	1	0	2	0	2	1	1	0	1	2	1	1	2	1	1	1	0	0	1	0	1	1	1	2	0	1	0	2	0	1	2	2	0	1	0	2	2	2	2	0	0	0	1	2	2	2	0	1	1	1	0	1	0	1	1	2	2	1	
Deletion Peak  1	1p36.11 	chr1:25223301-25375499(probes 2294:2312)          	chr1:25290601-25375499(probes 2304:2312)          	chr1:1-35742699(probes 1:3210)                       	3.8112e-14	 3.8112e-14		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	1	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	
Deletion Peak  2	1q31.3  	chr1:196637431-196951986(probes 14530:14558)    	chr1:196745788-196932153(probes 14545:14556)    	chr1:196746101-196932153(probes 14546:14556)    	0.00023447	 0.00046446		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Deletion Peak  3	1q44    	chr1:248522199-248681599(probes 19188:19201)    	chr1:248574543-248644177(probes 19193:19197)    	chr1:248522199-248711101(probes 19188:19206)    	0.013962	   0.040622		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	
