Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	X103	X1032	X1040	X106	X1097	X1098	X1172	X1177	X119	X1192	X1196	X120	X1230	X1237	X1265	X1269	X128	X1283	X1326	X1341	X1364	X137	X1410	X1419	X1471	X1499	X1530	X1548	X1552	X1568	X1580	X1582	X1593	X1605	X1634	X1652	X1677	X1689	X1718	X1751	X1851	X1922	X1928	X1979	X2090	X2120	X2152	X2176	X2212	X23	X2316	X2354	X2357	X2360	X2362	X2374	X2401	X2412	X2415	X2429	X2438	X2443	X2503	X2529	X2554	X2556	X2577	X2587	X2593	X2638	X2648	X2665	X2700	X2704	X2716	X2763	X2773	X2797	X2816	X2825	X2890	X2902	X2949	X2991	X2998	X300	X301	X3056	X3059	X3080	X3107	X3144	X3151	X3225	X3238	X3297	X3349	X3391	X342	X356	X429	X451	X472	X544	X592	X603	X655	X736	X80	X860	X88	X93	X935	X94	X970	X987	X991	
Amplification Peak 22	17q12   	chr17:39619805-39836027(probes 191184:191211)    	chr17:39699701-39765699(probes 191198:191204)    	chr17:39531501-40454115(probes 191177:191284)    	0.00014234	  0.0008363		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Amplification Peak 23	17q24.2 	chr17:65655107-67862463(probes 193679:193860)    	chr17:67735978-67854599(probes 193847:193859)    	chr17:65689057-67878191(probes 193680:193862)    	0.098566	    0.12475		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	1	0	0	0	0	2	0	0	0	1	1	2	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	1	2	1	1	1	0	0	0	1	0	2	0	0	0	0	0	1	0	1	2	0	0	0	0	1	1	0	2	1	0	0	2	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	2	2	0	1	
Amplification Peak 24	19p13.12	chr19:12964207-17203350(probes 201433:201931)    	chr19:15611591-15622099(probes 201737:201738)    	chr19:12787101-19732741(probes 201404:202264)    	0.0085112	  0.0085112		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	1	1	0	2	2	0	1	2	1	0	1	1	1	0	0	1	2	0	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	2	2	1	0	0	0	1	1	0	0	1	2	1	0	0	1	0	0	2	2	1	1	1	0	0	2	2	1	1	2	0	0	0	1	0	0	1	0	0	0	2	1	1	2	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	2	1	0	2	0	
Amplification Peak 25	19q12   	chr19:29709001-29994166(probes 202719:202749)    	chr19:29715101-29921632(probes 202720:202741)    	chr19:24127801-41099169(probes 202693:203757)    	1.1285e-16	 4.7765e-13		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	1	2	0	2	1	0	2	2	2	0	1	2	2	0	2	2	2	0	1	1	1	1	0	0	0	1	1	0	0	2	0	2	2	1	0	0	1	0	1	0	1	0	1	2	2	2	0	2	0	0	1	2	0	1	2	1	0	0	0	0	2	2	2	2	2	0	0	2	0	2	1	0	0	1	0	1	2	1	2	0	0	1	0	0	1	0	0	1	0	2	0	2	0	2	2	2	1	0	0	1	1	1	0	1	2	0	0	1	0	0	0	2	2	0	1	0	
Amplification Peak 26	19q13.12	chr19:24127601-40513611(probes 202692:203675)    	chr19:36658301-36664799(probes 203226:203226)    	chr19:24127801-41099169(probes 202693:203757)    	0.00019391	   0.088707		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	2	1	0	0	2	1	0	1	0	0	0	1	2	2	1	2	0	2	0	1	2	1	2	0	2	0	1	0	0	0	2	0	2	1	1	0	0	1	0	2	0	1	0	1	1	2	1	1	0	0	0	1	1	0	1	1	2	0	0	0	1	0	1	2	0	2	0	0	2	1	1	2	0	0	1	0	2	1	1	0	0	1	1	0	0	1	0	0	1	0	2	0	0	0	2	2	2	1	0	0	0	1	2	0	0	1	0	0	1	0	0	0	1	0	0	2	0	
Amplification Peak 27	20q13.33	chr20:62251067-64444167(probes 210418:210531)    	chr20:62329913-62333290(probes 210441:210442)    	chr20:59324488-64444167(probes 210243:210531)    	0.015206	   0.015206		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	1	0	1	1	1	1	1	1	1	2	0	2	1	1	2	1	1	0	0	2	1	1	0	0	0	0	1	1	1	1	0	1	2	0	1	0	0	0	0	2	1	0	0	2	2	2	0	1	1	1	0	1	0	2	1	1	0	0	0	0	2	0	2	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	2	1	1	2	0	0	0	2	0	1	2	2	0	2	0	2	1	2	2	0	0	0	1	2	1	2	0	0	1	1	0	0	1	1	1	2	2	1	
Deletion Peak  1	1p36.33 	chr1:1-786299(probes 1:18)                             	chr1:120063-736499(probes 13:17)                      	chr1:1-36146439(probes 1:3122)                       	1.5411e-10	  0.0003365		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	
Deletion Peak  2	1p36.11 	chr1:18368608-30724142(probes 1490:2616)          	chr1:26161301-26185749(probes 2269:2270)          	chr1:1-36146439(probes 1:3122)                       	3.3036e-12	 3.9323e-07		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	0	0	1	1	0	1	1	0	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	1	1	0	0	1	0	1	0	1	1	1	1	0	0	1	1	0	0	1	0	0	1	1	1	
Deletion Peak  3	1q44    	chr1:248550170-248739599(probes 18637:18654)    	chr1:248574651-248682345(probes 18642:18653)    	chr1:248559583-248682345(probes 18639:18653)    	0.039511	   0.039511		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	
Deletion Peak  4	2p25.3  	chr2:1-43234316(probes 18674:21811)                  	chr2:201264-264899(probes 18691:18699)                	chr2:1-4521241(probes 18674:18927)                    	0.067324	   0.066613		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	
Deletion Peak  5	2q37.3  	chr2:234070101-242193529(probes 37532:38170)    	chr2:240878863-240978916(probes 38108:38119)    	chr2:219374188-242193529(probes 36118:38170)    	0.0002314	 0.00022477		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	
Deletion Peak  6	3p12.1  	chr3:42262863-93981099(probes 41668:45217)        	chr3:82808001-84959499(probes 45006:45007)        	chr3:80217101-93898479(probes 44872:45210)        	0.010974	   0.010974		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	
Deletion Peak  7	4p16.3  	chr4:1-625599(probes 53983:54049)                      	chr4:1-187519(probes 53983:53995)                      	chr4:1-635216(probes 53983:54052)                      	0.0086699	    0.15977		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	2	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	1	1	2	0	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	
Deletion Peak  8	4p16.1  	chr4:8950301-9244399(probes 54809:54821)            	chr4:9202626-9240199(probes 54816:54819)            	chr4:8950301-9388316(probes 54809:54831)            	8.3995e-22	  2.374e-20		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	2	1	0	0	0	1	1	1	2	1	2	0	1	0	0	1	1	1	1	1	0	1	0	0	1	1	0	2	2	0	0	1	0	0	0	1	1	1	0	1	1	0	1	1	1	0	2	0	0	0	0	1	0	0	0	1	2	0	1	0	1	1	1	0	0	0	2	1	1	2	2	1	1	1	0	0	0	0	0	1	1	1	2	2	0	2	2	0	2	1	1	1	0	0	0	0	0	0	0	2	1	
