Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	X1032	X103	X1040	X106	X1097	X1098	X1172	X1177	X1192	X1196	X119	X120	X1230	X1237	X1265	X1269	X1283	X128	X1326	X1341	X1364	X137	X1410	X1419	X1471	X1499	X1530	X1548	X1552	X1568	X1580	X1582	X1593	X1605	X1634	X1652	X1677	X1689	X1718	X1751	X1851	X1922	X1928	X1979	X2090	X2120	X2152	X2176	X2212	X2316	X2354	X2357	X2360	X2362	X2374	X23	X2401	X2412	X2415	X2429	X2438	X2443	X2503	X2529	X2554	X2556	X2577	X2587	X2593	X2638	X2648	X2665	X2700	X2704	X2716	X2763	X2773	X2797	X2816	X2825	X2890	X2902	X2949	X2991	X2998	X300	X301	X3056	X3059	X3080	X3107	X3144	X3151	X3225	X3238	X3297	X3349	X3391	X342	X356	X429	X451	X472	X544	X592	X603	X655	X736	X80	X860	X88	X935	X93	X94	X970	X987	X991	
Amplification Peak 23	14q11.2 	chr14:19618201-21211799(probes 173112:173276)    	chr14:19935701-19976099(probes 173142:173143)    	chr14:18985401-21811699(probes 173063:173348)    	0.0024644	   0.006516		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	
Amplification Peak 24	14q32.33	chr14:105901401-105919385(probes 180181:180190)	chr14:105904298-105916989(probes 180183:180189)	chr14:105901401-105922499(probes 180181:180194)	0.0049495	   0.033304		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	2	0	0	1	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	2	0	0	0	1	1	0	1	2	1	0	1	0	0	0	0	0	2	1	0	0	2	1	1	0	2	0	0	0	0	0	1	0	0	0	1	0	1	2	0	
Amplification Peak 25	15q13.2 	chr15:30145301-30419487(probes 181135:181152)    	chr15:30224201-30410199(probes 181145:181151)    	chr15:30145301-30557699(probes 181135:181163)    	5.9377e-05	  0.0024644		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Amplification Peak 26	15q26.3 	chr15:101748001-101764687(probes 187372:187389)	chr15:101754193-101759599(probes 187378:187381)	chr15:101744601-101773512(probes 187371:187395)	0.012617	   0.032255		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	0	0	1	2	0	0	1	1	2	0	0	0	0	2	0	1	2	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	2	1	1	1	0	1	0	0	0	1	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Amplification Peak 27	17p11.2 	chr17:16780868-16932638(probes 197412:197429)    	chr17:16789201-16832644(probes 197413:197424)    	chr17:16789201-16842999(probes 197413:197427)    	0.24897	    0.24897		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	
Amplification Peak 28	17q25.3 	chr17:79423678-83257441(probes 205092:205920)    	chr17:81700490-81809099(probes 205611:205615)    	chr17:81604726-81936099(probes 205571:205645)    	0.11565	    0.11565		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	0	1	1	1	0	2	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	2	1	1	0	0	0	1	0	2	2	0	1	0	0	0	1	0	2	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	1	0	0	1	0	1	2	0	0	0	0	1	0	2	1	0	1	1	0	0	0	1	0	1	0	2	0	2	0	1	
Amplification Peak 29	19p13.11	chr19:16081931-16807699(probes 213466:213587)    	chr19:16209199-16234599(probes 213489:213499)    	chr19:12953093-17766630(probes 212879:213873)    	0.00028871	 0.00028871		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	1	0	2	0	2	2	0	1	0	0	2	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	2	2	1	0	0	1	0	2	1	0	0	1	2	1	0	0	0	0	0	2	2	0	0	1	0	0	2	2	1	0	2	0	0	0	1	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	2	0	
Amplification Peak 30	19q12   	chr19:29715101-29921478(probes 214987:214997)    	chr19:29715500-29822429(probes 214988:214994)    	chr19:24127718-41009190(probes 214952:216802)    	5.1413e-39	  2.022e-34		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	1	0	2	0	2	0	0	2	2	0	2	2	2	2	0	2	2	2	0	0	1	1	1	0	0	0	1	0	0	0	2	0	2	2	0	0	1	1	0	0	0	1	0	1	2	2	2	0	1	0	1	2	0	1	2	0	1	0	1	0	0	2	2	2	2	2	0	0	2	0	2	2	0	0	1	0	1	2	1	2	0	0	1	0	0	0	0	0	0	0	2	0	2	0	2	2	2	1	0	0	1	0	1	0	0	2	0	0	0	0	0	2	0	2	0	0	0	
Amplification Peak 31	19q13.2 	chr19:40826928-40876701(probes 216762:216768)    	chr19:40843708-40848806(probes 216763:216764)    	chr19:24127718-41009190(probes 214952:216802)    	4.3303e-11	 0.00010236		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	1	0	0	0	0	0	2	0	0	0	1	2	2	0	0	0	1	0	1	2	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	2	2	0	2	0	2	0	0	1	0	1	1	0	1	0	0	0	1	0	2	2	0	0	0	0	0	0	1	0	2	0	1	0	2	0	0	0	0	0	2	1	2	0	0	0	0	0	2	0	0	0	0	0	2	1	2	2	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Amplification Peak 32	20p13   	chr20:1-427499(probes 221149:221192)                  	chr20:187901-257899(probes 221161:221165)            	chr20:1-409699(probes 221149:221188)                  	0.12228	    0.12228		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	1	0	0	1	1	2	0	1	1	0	1	0	0	2	0	1	0	0	0	1	0	2	0	0	0	1	1	0	1	1	2	0	0	2	0	0	0	0	1	0	0	2	0	1	1	1	0	1	0	1	0	0	0	2	2	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	2	0	0	1	2	2	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	2	1	0	1	1	0	0	1	2	0	0	2	1	
Amplification Peak 33	20q13.33	chr20:63752701-64444167(probes 227030:227165)    	chr20:63959901-63961199(probes 227070:227070)    	chr20:61743807-64444167(probes 226498:227165)    	2.884e-06	  2.884e-06		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	1	0	0	1	2	2	0	2	2	2	2	0	2	1	2	2	1	1	0	0	2	2	1	0	0	1	0	2	1	2	1	0	1	2	0	0	0	1	1	1	2	1	0	1	2	2	2	1	2	2	1	1	2	2	2	1	2	1	1	1	0	2	0	2	0	1	0	1	2	2	1	2	1	1	1	0	0	1	0	1	1	1	2	0	1	0	2	0	1	2	2	0	2	0	2	2	2	2	0	1	0	1	2	2	2	0	1	1	1	0	1	0	1	1	2	2	1	
Deletion Peak  1	1p36.21 	chr1:12874834-12918724(probes 1161:1168)          	chr1:12882101-12910849(probes 1162:1167)          	chr1:1-34786699(probes 1:3275)                       	3.9277e-10	 0.00010791		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	0	1	
Deletion Peak  2	1p36.11 	chr1:25223301-25367566(probes 2405:2422)          	chr1:25290601-25342999(probes 2415:2419)          	chr1:1-34786699(probes 1:3275)                       	8.0383e-14	  7.457e-08		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	
